,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12948,24,blue-collar,single,secondary,no,-287,yes,no,cellular,18,may,504,1,-1,0,unknown,no
12949,35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,unknown,no
12950,31,student,single,unknown,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,no
12951,43,services,divorced,secondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,no
12952,41,blue-collar,married,primary,no,-75,yes,no,cellular,18,may,115,1,-1,0,unknown,no
12953,46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,no
12954,26,services,married,secondary,no,104,no,no,unknown,14,may,7,1,-1,0,unknown,no
12955,26,technician,single,secondary,yes,-516,yes,no,unknown,23,may,386,2,-1,0,unknown,no
12956,49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,unknown,no
12957,55,management,divorced,tertiary,no,8044,yes,no,cellular,11,may,175,5,333,19,other,no
12958,51,admin.,married,secondary,no,113,yes,no,cellular,17,nov,84,1,-1,0,unknown,no
12959,47,technician,married,secondary,no,459,no,no,cellular,28,jan,226,1,-1,0,unknown,no
12960,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,unknown,yes
12961,30,student,single,unknown,no,988,no,no,cellular,5,mar,167,9,-1,0,unknown,no
12962,60,housemaid,married,unknown,no,15681,no,no,cellular,30,jul,140,3,-1,0,unknown,no
12963,41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,no
12964,39,blue-collar,single,unknown,no,3583,no,no,unknown,5,jun,97,2,-1,0,unknown,no
12965,27,blue-collar,married,secondary,no,1295,yes,no,cellular,14,may,1106,1,-1,0,unknown,no
12966,30,technician,married,secondary,no,1099,yes,no,cellular,5,feb,232,1,-1,0,unknown,no
12967,31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,no
12968,44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no
12969,33,blue-collar,married,primary,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown,no
12970,30,unemployed,single,secondary,no,0,yes,no,cellular,16,apr,137,1,-1,0,unknown,no
12971,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown,yes
12972,29,technician,single,secondary,no,-166,yes,no,unknown,16,may,323,2,-1,0,unknown,no
12973,46,management,married,tertiary,no,110,yes,yes,cellular,20,aug,243,5,-1,0,unknown,no
12974,31,technician,single,secondary,no,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
12975,34,technician,single,tertiary,no,449,no,no,cellular,8,aug,765,3,-1,0,unknown,no
12976,32,technician,single,tertiary,no,388,yes,no,cellular,22,aug,119,2,-1,0,unknown,no
12977,59,retired,divorced,secondary,no,337,yes,no,unknown,15,may,118,4,-1,0,unknown,no
12978,55,management,single,tertiary,no,854,yes,yes,unknown,17,jun,98,4,-1,0,unknown,no
12979,29,technician,single,secondary,no,428,yes,no,cellular,24,jul,273,2,-1,0,unknown,no
12980,32,technician,married,secondary,no,950,yes,no,cellular,21,nov,82,3,-1,0,unknown,no
12981,30,technician,married,tertiary,no,1126,yes,no,unknown,21,may,370,1,-1,0,unknown,no
12982,33,management,married,tertiary,no,10,yes,no,unknown,23,may,72,5,-1,0,unknown,no
12983,43,blue-collar,married,primary,no,991,yes,no,cellular,14,may,111,2,-1,0,unknown,no
12984,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
12985,35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
12986,37,unemployed,married,secondary,no,1038,no,no,unknown,20,jun,307,3,-1,0,unknown,no
12987,45,admin.,single,primary,no,1811,no,no,telephone,31,jul,50,7,-1,0,unknown,no
12988,37,technician,single,tertiary,no,2642,yes,no,cellular,25,jul,591,3,-1,0,unknown,no
12989,39,entrepreneur,married,secondary,yes,0,no,no,cellular,16,jul,528,9,-1,0,unknown,no
12990,25,blue-collar,single,tertiary,no,1395,yes,no,cellular,15,may,268,1,-1,0,unknown,no
12991,70,management,married,secondary,no,4,no,no,cellular,21,may,122,1,85,9,failure,no
12992,30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,0,unknown,no
12993,37,management,divorced,tertiary,no,503,yes,no,cellular,6,may,220,1,-1,0,unknown,no
12994,48,technician,married,secondary,no,505,yes,no,cellular,7,may,113,2,-1,0,unknown,no
12995,36,technician,single,secondary,no,351,no,no,cellular,25,aug,88,3,-1,0,unknown,no
12996,32,technician,married,secondary,no,0,yes,no,cellular,8,may,77,2,-1,0,unknown,no
12997,57,blue-collar,married,primary,no,94,yes,no,telephone,23,jul,103,5,-1,0,unknown,no
12998,32,technician,married,primary,no,3774,yes,no,cellular,20,nov,591,3,-1,0,unknown,no
12999,31,technician,single,secondary,no,798,no,no,telephone,26,aug,66,10,-1,0,unknown,no
13000,35,technician,married,tertiary,no,393,no,no,cellular,29,aug,150,2,-1,0,unknown,no
13001,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,no
13002,56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,220,16,-1,0,unknown,no
13003,27,student,single,secondary,no,3754,no,no,cellular,15,mar,106,3,98,1,other,no
13004,31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,unknown,no
13005,48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,129,7,-1,0,unknown,no
13006,43,management,married,tertiary,no,0,no,no,cellular,6,aug,124,2,-1,0,unknown,no
13007,31,blue-collar,single,secondary,no,297,yes,no,cellular,20,nov,279,2,-1,0,unknown,no
13008,45,management,married,secondary,no,4105,yes,no,cellular,31,jul,49,2,-1,0,unknown,no
13009,35,blue-collar,married,primary,no,445,yes,no,cellular,13,may,237,2,363,2,other,no
13010,53,technician,single,tertiary,no,118,no,no,cellular,14,jul,431,3,-1,0,unknown,no
13011,37,blue-collar,married,primary,no,61,yes,no,cellular,16,jul,156,3,-1,0,unknown,no
13012,58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes
13013,31,technician,single,secondary,no,863,yes,no,cellular,25,may,166,3,111,6,failure,no
13014,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
13015,36,blue-collar,married,secondary,no,561,yes,no,unknown,9,jun,198,2,-1,0,unknown,no
13016,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
13017,56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no
13018,59,management,divorced,tertiary,no,1611,yes,no,unknown,4,jun,107,2,-1,0,unknown,no
13019,26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
13020,50,admin.,divorced,secondary,no,3043,yes,no,unknown,3,jun,113,4,-1,0,unknown,no
13021,55,management,married,tertiary,no,0,no,no,cellular,22,aug,64,2,-1,0,unknown,no
13022,33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown,no
13023,42,admin.,married,secondary,no,1455,yes,no,cellular,6,may,364,4,-1,0,unknown,no
13024,37,management,married,secondary,no,3175,yes,no,unknown,20,may,168,1,-1,0,unknown,no
13025,18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,yes
13026,30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,0,unknown,no
13027,53,admin.,married,secondary,no,1252,no,no,cellular,17,aug,128,4,-1,0,unknown,no
13028,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no
13029,37,management,married,tertiary,no,236,no,no,cellular,28,aug,95,2,-1,0,unknown,no
13030,68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
13031,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
13032,28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes
13033,23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no
13034,26,student,single,tertiary,no,641,yes,no,cellular,15,may,55,1,368,1,failure,no
13035,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1141,1,209,1,other,yes
13036,26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,no
13037,48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,yes
13038,36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
13039,59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
13040,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
13041,44,management,married,tertiary,no,1732,yes,no,unknown,30,may,43,1,-1,0,unknown,no
13042,39,management,divorced,secondary,no,51,no,no,unknown,17,jun,334,2,-1,0,unknown,no
13043,31,housemaid,married,primary,no,46,no,no,unknown,4,jul,126,4,-1,0,unknown,no
13044,59,management,married,tertiary,no,281,no,no,cellular,8,jul,430,2,-1,0,unknown,no
13045,45,management,married,tertiary,no,-73,no,no,cellular,18,nov,125,2,-1,0,unknown,no
13046,34,technician,divorced,secondary,no,675,no,no,cellular,25,jul,81,2,-1,0,unknown,no
13047,40,self-employed,single,tertiary,no,628,no,no,cellular,30,jan,90,1,-1,0,unknown,no
13048,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,yes
13049,42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
13050,36,admin.,married,secondary,no,11,yes,no,cellular,2,oct,121,3,-1,0,unknown,no
13051,52,retired,married,secondary,no,2122,no,yes,cellular,19,aug,323,6,-1,0,unknown,no
13052,35,services,married,secondary,no,630,yes,no,unknown,7,may,17,2,-1,0,unknown,no
13053,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
13054,35,management,single,tertiary,no,13,yes,no,cellular,18,may,17,8,178,5,other,no
13055,30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
13056,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,no
13057,33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
13058,53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
13059,45,services,married,primary,no,116,yes,no,unknown,11,jun,287,3,-1,0,unknown,no
13060,68,retired,married,tertiary,no,2820,no,no,cellular,5,mar,158,1,92,3,success,no
13061,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes
13062,36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,4,-1,0,unknown,no
13063,41,management,married,tertiary,no,23,no,no,cellular,22,aug,80,2,-1,0,unknown,no
13064,51,blue-collar,married,secondary,no,0,no,yes,unknown,3,jul,109,1,-1,0,unknown,no
13065,33,technician,married,secondary,no,1234,no,no,cellular,19,nov,109,1,10,1,failure,no
13066,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
13067,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
13068,44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown,no
13069,37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
13070,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
13071,55,entrepreneur,married,tertiary,no,82,no,no,cellular,3,jun,97,1,-1,0,unknown,no
13072,25,self-employed,single,tertiary,no,42,yes,no,cellular,3,mar,320,1,-1,0,unknown,yes
13073,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown,yes
13074,48,management,single,tertiary,no,5689,no,no,cellular,26,may,527,2,103,1,success,no
13075,45,admin.,married,secondary,no,-183,yes,no,unknown,16,may,215,3,-1,0,unknown,no
13076,38,management,married,secondary,no,0,yes,no,unknown,27,may,233,2,-1,0,unknown,no
13077,38,management,married,tertiary,no,0,no,no,cellular,26,aug,101,4,-1,0,unknown,no
13078,34,management,married,tertiary,no,179,yes,no,cellular,20,nov,184,1,-1,0,unknown,no
13079,27,blue-collar,single,secondary,no,294,yes,no,cellular,18,may,466,2,-1,0,unknown,no
13080,36,services,married,tertiary,no,562,no,no,cellular,25,may,90,1,-1,0,unknown,no
13081,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,no
13082,45,technician,divorced,secondary,no,-14,no,no,cellular,14,jul,292,3,-1,0,unknown,no
13083,40,unemployed,married,primary,no,400,no,no,unknown,9,jun,317,1,-1,0,unknown,no
13084,41,services,married,unknown,no,1538,no,no,cellular,29,jul,710,2,-1,0,unknown,yes
13085,38,self-employed,married,secondary,no,1029,yes,no,cellular,4,feb,206,3,223,1,other,no
13086,50,management,married,tertiary,no,1174,yes,no,cellular,7,may,128,2,-1,0,unknown,no
13087,47,blue-collar,married,secondary,no,538,no,yes,cellular,19,nov,131,1,-1,0,unknown,no
13088,44,entrepreneur,married,secondary,no,-165,yes,yes,unknown,4,jun,184,2,-1,0,unknown,no
13089,19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,no
13090,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
13091,50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown,no
13092,40,admin.,married,secondary,no,947,no,no,unknown,6,jun,160,1,-1,0,unknown,no
13093,32,services,single,secondary,no,6857,no,no,cellular,2,feb,216,1,-1,0,unknown,no
13094,31,technician,single,tertiary,no,50,no,no,cellular,21,aug,794,1,-1,0,unknown,no
13095,44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
13096,54,technician,married,tertiary,no,4582,yes,no,unknown,15,may,165,1,-1,0,unknown,no
13097,60,retired,married,primary,no,-63,yes,no,cellular,7,jul,1434,5,-1,0,unknown,no
13098,57,unemployed,married,secondary,no,3030,no,no,cellular,6,feb,142,2,-1,0,unknown,no
13099,38,technician,divorced,tertiary,yes,-530,yes,no,unknown,21,may,236,1,-1,0,unknown,no
13100,31,services,married,secondary,no,14387,yes,no,cellular,20,nov,128,1,-1,0,unknown,no
13101,33,technician,single,tertiary,no,0,no,no,cellular,14,aug,93,2,-1,0,unknown,no
13102,28,management,single,tertiary,no,2253,yes,no,unknown,18,jun,906,2,-1,0,unknown,no
13103,40,technician,married,secondary,no,77,no,no,unknown,6,may,505,1,-1,0,unknown,no
13104,30,management,single,tertiary,no,2,yes,no,cellular,28,jul,377,4,-1,0,unknown,no
13105,44,blue-collar,married,primary,no,1766,yes,no,cellular,20,nov,100,1,-1,0,unknown,no
13106,29,student,single,secondary,no,181,yes,no,cellular,23,jul,180,1,-1,0,unknown,no
13107,35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure,no
13108,31,blue-collar,single,primary,no,1097,yes,no,unknown,20,may,485,3,-1,0,unknown,no
13109,49,blue-collar,married,primary,no,355,yes,no,unknown,2,jun,253,7,-1,0,unknown,no
13110,30,blue-collar,single,secondary,no,18,no,no,unknown,9,may,395,1,-1,0,unknown,no
13111,50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,-1,0,unknown,yes
13112,25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,unknown,yes
13113,31,technician,single,tertiary,no,53,no,no,cellular,28,jan,97,2,-1,0,unknown,no
13114,29,blue-collar,single,secondary,no,208,yes,no,unknown,23,may,249,1,-1,0,unknown,no
13115,35,technician,divorced,secondary,no,2777,yes,no,cellular,7,may,633,1,-1,0,unknown,no
13116,41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown,no
13117,26,student,single,secondary,no,108,no,no,cellular,21,oct,235,1,175,3,success,no
13118,32,technician,single,secondary,no,-234,yes,no,cellular,15,may,24,7,-1,0,unknown,no
13119,49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes
13120,60,technician,married,secondary,no,594,no,no,cellular,10,jul,190,1,-1,0,unknown,no
13121,30,services,single,secondary,no,114,no,yes,cellular,18,jul,110,10,-1,0,unknown,no
13122,53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,unknown,no
13123,47,management,married,secondary,no,7,no,no,telephone,8,aug,53,2,-1,0,unknown,no
13124,38,blue-collar,married,primary,no,3289,no,no,unknown,9,jun,553,2,-1,0,unknown,no
13125,26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown,no
13126,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown,yes
13127,46,blue-collar,married,primary,no,296,yes,no,unknown,4,jun,92,2,-1,0,unknown,no
13128,36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown,no
13129,34,blue-collar,married,secondary,no,457,yes,yes,unknown,27,may,188,1,-1,0,unknown,no
13130,59,housemaid,married,primary,no,0,yes,no,cellular,22,jul,186,2,-1,0,unknown,no
13131,38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,182,3,-1,0,unknown,no
13132,39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,no
13133,56,management,divorced,tertiary,yes,-1968,no,no,unknown,20,jun,60,3,-1,0,unknown,no
13134,39,blue-collar,single,primary,no,656,yes,no,cellular,18,may,190,6,-1,0,unknown,no
13135,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown,yes
13136,50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,may,47,4,-1,0,unknown,no
13137,52,admin.,single,secondary,no,1964,no,yes,unknown,28,may,332,1,-1,0,unknown,no
13138,57,services,divorced,primary,no,1920,no,no,unknown,19,may,77,2,-1,0,unknown,no
13139,65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,yes
13140,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
13141,30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,-1,0,unknown,no
13142,36,blue-collar,married,secondary,no,55,yes,no,cellular,8,may,323,1,-1,0,unknown,no
13143,60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure,yes
13144,42,technician,divorced,secondary,no,58,no,no,cellular,19,aug,153,2,-1,0,unknown,no
13145,50,technician,single,secondary,no,1811,no,no,cellular,8,jun,97,4,-1,0,unknown,no
13146,33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,sep,291,3,-1,0,unknown,yes
13147,34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,yes
13148,37,technician,married,secondary,no,729,yes,no,cellular,15,jul,115,5,-1,0,unknown,no
13149,30,management,single,tertiary,no,275,yes,no,cellular,20,apr,52,2,-1,0,unknown,no
13150,31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,1,93,1,success,yes
13151,35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no
13152,59,retired,divorced,tertiary,no,979,yes,no,cellular,2,feb,281,1,-1,0,unknown,no
13153,38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no
13154,57,admin.,divorced,secondary,no,6157,no,yes,cellular,21,nov,45,2,-1,0,unknown,no
13155,32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
13156,60,admin.,divorced,secondary,no,3020,yes,no,unknown,15,may,131,1,-1,0,unknown,no
13157,48,blue-collar,married,unknown,no,100,yes,no,unknown,29,may,206,1,-1,0,unknown,no
13158,43,technician,married,secondary,no,1937,yes,no,unknown,5,may,181,1,-1,0,unknown,no
13159,39,services,married,secondary,no,3870,yes,no,cellular,20,apr,72,1,-1,0,unknown,no
13160,43,technician,married,secondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other,no
13161,34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
13162,45,blue-collar,married,unknown,no,5640,yes,no,telephone,31,jul,18,9,-1,0,unknown,no
13163,42,technician,single,secondary,no,-321,no,no,cellular,28,jan,230,2,-1,0,unknown,no
13164,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
13165,37,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown,no
13166,48,admin.,married,tertiary,no,960,yes,no,unknown,29,may,286,3,-1,0,unknown,no
13167,49,blue-collar,married,secondary,no,366,yes,yes,unknown,30,may,191,3,-1,0,unknown,no
